chebi_id,name,cid,status,n_papers,chars,has_definition
CHEBI:132978,"12alpha-hydroxy-3-oxochola-4,6-dien-24-oyl-CoA(4-)",121596242,no_literature,0,1533,True
CHEBI:133000,pregnenolone sulfate(1-),20112068,own_literature,2,3421,True
CHEBI:133003,androsterone sulfate(1-),21123756,parent_literature,3,7269,True
CHEBI:133105,"(3alpha,5alpha,17beta)-3-hydroxyandrostan-17-yl sulfate(1-)",121596225,no_literature,0,924,True
CHEBI:133519,"5alpha-androstane-3alpha,17beta-diol 17-glucosiduronate",122164834,no_literature,0,1026,True
CHEBI:133661,hyocholate,20849047,own_literature,5,10659,True
CHEBI:133742,17alpha-hydroxypregnenolone 3-sulfate(1-),122198226,no_literature,0,851,True
CHEBI:133778,"1alpha-hydroxyandrost-4-ene-3,17-dione",122198241,no_literature,0,787,True
CHEBI:133930,"5alpha-androst-1-ene-3,17-dione",11196935,own_literature,5,11308,True
CHEBI:133940,lithocholate sulfate(2-),122391354,own_literature,5,7961,True
CHEBI:136566,(24S)-hydroxycholesterol 24-sulfate(1-),126456480,no_literature,0,931,True
CHEBI:136567,(24S)-hydroxycholesterol 3-sulfate(1-),126456481,no_literature,0,929,True
CHEBI:136568,"(24S)-hydroxycholesterol 3,24-disulfate(2-)",126456482,no_literature,0,983,True
CHEBI:136579,cholesterol sulfate(1-),5200198,own_literature,1,3041,True
CHEBI:136582,17beta-estradiol 3-sulfate(1-),71434364,no_literature,0,793,True
CHEBI:136634,estrone 3-O-(beta-D-glucuronide)(1-),40473222,no_literature,0,1000,True
CHEBI:136635,16alpha-hydroxyestrone 3-O-(beta-D-glucuronide)(1-),126456492,no_literature,0,1051,True
CHEBI:136636,16alpha-hydroxyestrone 16-O-(beta-D-glucuronide)(1-),126456494,no_literature,0,1053,True
CHEBI:136639,testosterone 17-O-(beta-D-glucuronide)(1-),126456495,no_literature,0,1040,True
CHEBI:136649,estriol 3-O-(beta-D-glucuronide)(1-),91896478,no_literature,0,1035,True
CHEBI:136650,estriol 16-O-(beta-D-glucuronide)(1-),126456500,no_literature,0,1038,True
CHEBI:136698,3-oxochenodeoxycholoyl-CoA(4-),122706168,no_literature,0,1496,True
CHEBI:136700,3-oxocholoyl-CoA(4-),126843486,no_literature,0,1502,True
CHEBI:136701,3-oxodeoxycholoyl-CoA(4-),126843488,no_literature,0,1484,True
CHEBI:136703,3-oxocholan-24-oyl-CoA(4-),126843490,no_literature,0,1452,True
CHEBI:136759,"(22E)-3-oxochola-4,22-dien-24-oyl-CoA(4-)",90658407,no_literature,0,1511,True
CHEBI:136883,17-epiestriol 17-O-(beta-D-glucuronide)(1-),126843464,no_literature,0,1049,True
CHEBI:136899,chenodeoxycholic acid 24-O-(beta-D-glucuronide)(1-),71776683,no_literature,0,1180,True
CHEBI:136901,deoxycholic acid 24-O-(beta-D-glucuronide)(1-),126843476,no_literature,0,1172,True
CHEBI:136902,lithocholic acid 24-O-(beta-D-glucuronide)(1-),126843478,no_literature,0,1145,True
CHEBI:136903,hyodeoxycholic acid 24-O-(beta-D-glucuronide)(1-),126843479,no_literature,0,1177,True
CHEBI:136904,hyocholic acid 24-O-(beta-D-glucuronide)(1-),126843481,no_literature,0,1185,True
CHEBI:136905,hyodeoxycholate 6-O-(beta-D-glucuronide)(2-),126843483,no_literature,0,1197,True
CHEBI:136906,hyocholate 6-O-(beta-D-glucuronide)(2-),126843484,no_literature,0,1209,True
CHEBI:136914,5alpha-dihydrotestosterone 17-O-(beta-D-glucuronide)(1-),129011083,no_literature,0,1081,True
CHEBI:136916,5alpha-dihydrotestosterone 17-O-[beta-D-glucuronosyl-(1->2)-glucuronide](2-),129011084,no_literature,0,1309,True
CHEBI:136931,2-hydroxy-17beta-estradiol 3-O-(beta-D-glucuronide)(1-),129011086,no_literature,0,1059,True
CHEBI:136933,2-hydroxy-17beta-estradiol 2-O-(beta-D-glucuronide)(1-),129011087,no_literature,0,1059,True
CHEBI:136936,4-hydroxy-17beta-estradiol 3-O-(beta-D-glucuronide)(1-),129011088,no_literature,0,1066,True
CHEBI:136937,4-hydroxy-17beta-estradiol 4-O-(beta-D-glucuronide)(1-),129011089,no_literature,0,1066,True
CHEBI:136965,lithocholate 3-O-(beta-D-glucuronide)(2-),129011091,no_literature,0,1157,True
CHEBI:136966,3beta-hydroxysteroid-4alpha-carboxylate,146035867,no_literature,0,837,True
CHEBI:136967,2-hydroxyestrone 3-O-(beta-D-glucuronide)(1-),129011092,no_literature,0,1034,True
CHEBI:136969,4-hydroxyestrone 3-O-(beta-D-glucuronide)(1-),129011095,no_literature,0,1035,True
CHEBI:136970,4-hydroxyestrone 4-O-(beta-D-glucuronide)(1-),129011096,no_literature,0,1032,True
CHEBI:136971,2-methoxyestrone 3-O-(beta-D-glucuronide)(1-),129011098,no_literature,0,1038,True
CHEBI:136972,4-methoxyestrone,194066,own_literature,5,10913,True
CHEBI:136973,4-methoxyestrone 3-O-(beta-D-glucuronide)(1-),129011099,no_literature,0,1045,True
CHEBI:136974,2-methoxy-17beta-estradiol 3-O-(beta-D-glucuronide)(1-),129011101,no_literature,0,1070,True
CHEBI:136975,4-methoxy-17beta-estradiol,68578,own_literature,5,10779,True
CHEBI:136976,4-methoxy-17beta-estradiol 3-O-(beta-D-glucuronide)(1-),129011102,no_literature,0,1077,True
CHEBI:136980,2-hydroxy-3-O-methyl estrone,13831793,no_literature,0,762,True
CHEBI:136982,5alpha-dihydrotestosterone sulfate(1-),21123132,parent_literature,1,3099,True
CHEBI:137031,19-hydroxy-5alpha-dihydrotestosterone,257409,own_literature,1,2516,True
CHEBI:137032,19-oxo-5alpha-dihydrotestosterone,129011069,no_literature,0,784,True
CHEBI:137037,18-hydroxy-5alpha-dihydrotestosterone,129011070,no_literature,0,789,True
CHEBI:137046,"6beta,16alpha,17alpha-trihydroxyprogesterone",129011071,no_literature,0,881,True
CHEBI:137049,"16alpha,17alpha-dihydroxypregnenolone",102041888,no_literature,0,836,True
CHEBI:137053,"(24Z),26-hydroxydesmosterol",69762915,own_literature,1,1513,True
CHEBI:137057,"cholesta-5,7-dien-3beta,25-diol",9908983,own_literature,2,3654,True
CHEBI:137061,"cholesta-5,7-dien-3beta,24S-diol",56940691,no_literature,0,872,True
CHEBI:137062,7-oxo-5alpha-cholestan-3beta-ol,10386423,no_literature,0,843,True
CHEBI:137063,"cholestanol 7alpha,8alpha-epoxide",129011073,no_literature,0,877,True
CHEBI:137110,17beta-hydroxy-5alpha-estr-1(10)-en-3-one,129011074,no_literature,0,955,True
CHEBI:137412,"cholesteryl (11Z,14Z,17Z)-icosatrienoate",129626645,no_literature,0,1087,True
CHEBI:137668,beta-muricholoyl-CoA(4-),129626814,no_literature,0,1506,True
CHEBI:137687,(24S)-hydroxycholestanol,129626817,no_literature,0,845,True
CHEBI:137688,(25R)-26-hydroxycholestanol,102574038,no_literature,0,891,True
CHEBI:137724,7-oxotaurolithocholate,129626818,no_literature,0,986,True
CHEBI:137789,"7,12-dioxolithocholate",129626819,no_literature,0,908,True
CHEBI:137818,7-oxoglycolithocholate,129626820,no_literature,0,956,True
CHEBI:137820,7-oxotaurodeoxycholate,129626821,no_literature,0,1015,True
CHEBI:137824,7-oxoglycodeoxycholate,129626822,no_literature,0,985,True
CHEBI:137881,"3,7,12-trioxo-5beta-cholan-24-oate",11869222,own_literature,5,7156,True
CHEBI:137882,"7beta-hydroxy-3,12-dioxo-5beta-cholanate",129626823,no_literature,0,970,True
CHEBI:138029,14alpha-methyl steroid,,no_literature,0,127,True
CHEBI:138031,Delta(14) steroid,,no_literature,0,144,True
CHEBI:138130,Delta(7)-sterol,,own_literature,5,7473,True
CHEBI:138131,"Delta(5),Delta(7)-sterol",,no_literature,0,152,True
CHEBI:138141,17alpha-hydroxy-C21-steroid,129626755,no_literature,0,929,True
CHEBI:138589,pneumocysterol,6440614,own_literature,5,8803,True
CHEBI:138972,11alpha-hydroxycucurbitadienol,131801253,own_literature,1,2779,True
CHEBI:138973,11-oxocucurbitadienol,131801254,own_literature,1,2705,True
CHEBI:138974,mogrol,14525327,own_literature,5,9570,True
CHEBI:138975,mogroside IE,101135271,no_literature,0,1084,True
CHEBI:139269,6beta-hydroxycortisone,53674638,no_literature,0,1081,True
CHEBI:139271,6beta-hydroxycortisol,6852390,own_literature,5,9629,True
CHEBI:139311,20beta-dihydrocortisol,12150498,own_literature,5,7155,True
CHEBI:140634,"3-oxochol-4,6-dien-24-oyl-CoA(4-)",122706504,no_literature,0,1421,True
CHEBI:140636,7alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA(4-),122706220,no_literature,0,1522,True
CHEBI:141179,17beta-hydroxy-5-androsten-3-one,11987715,own_literature,1,1867,True
CHEBI:142484,(20S)-20-O-(beta-D-glucosyl)-3-hydroxydammarene,132574557,own_literature,5,11143,True
CHEBI:142487,(20S)-ginsenoside Rh1,12855920,own_literature,5,9867,True
CHEBI:142610,chenodeoxycholate-3-O-beta-D-glucoside(1-),135563666,no_literature,0,1120,True
CHEBI:142611,lithocholate-3-O-beta-D-glucoside(1-),135563783,parent_literature,3,7524,True
CHEBI:142850,"3beta-hydroxy-5alpha-ergosta-7,24(28)-diene-4alpha-carboxylate",102515460,no_literature,0,1013,True
CHEBI:142915,cycloeucalenone,21594790,own_literature,5,8928,True
CHEBI:142916,"4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol(1-)",137333860,no_literature,0,988,True
CHEBI:143563,"3beta-hydroxy-4,4-dimethylsteroid",146035862,no_literature,0,690,True
CHEBI:143566,3beta-hydroxy-4beta-hydroxymethyl-4alpha-methylsteroid,146035863,no_literature,0,786,True
CHEBI:143568,3beta-hydroxy-4beta-formyl-4alpha-methylsteroid,146035864,no_literature,0,773,True
CHEBI:143569,3beta-hydroxy-4alpha-methylsteroid-4beta-carboxylate,146035865,no_literature,0,807,True
CHEBI:143570,4alpha-methyl-3-oxosteroid,146035866,no_literature,0,666,True
CHEBI:143575,4alpha-carboxyzymosterol(1-),90659076,no_literature,0,926,True
CHEBI:145042,solasodine 3-beta-D-glucoside(1+),139291713,no_literature,0,1090,True
CHEBI:145043,solasodine(1+),40720158,own_literature,5,7075,True
CHEBI:145198,Mogroside II-E,24721558,no_literature,0,1214,True
CHEBI:145789,dihydroouabagenin,145864751,no_literature,0,868,True
CHEBI:145795,digoxin(1-),145864752,own_literature,5,10266,True
CHEBI:145796,digitoxin(1-),145864721,own_literature,5,9823,True
CHEBI:145797,digoxigenin(1-),145864754,own_literature,2,5122,True
CHEBI:145798,ouabain(1-),145864756,own_literature,5,8988,True
CHEBI:145799,ouabagenin(1-),145864758,own_literature,1,2908,True
CHEBI:145943,4alpha-carboxy-5alpha-cholest-7-en-3beta-ol(1-),145944489,no_literature,0,950,True
CHEBI:147380,ecdysone 22-phosphate(2-),90657769,own_literature,5,7273,True
CHEBI:147382,20-hydroxyecdysone 22-phosphate(2-),146026573,parent_literature,2,3942,True
CHEBI:147386,2-deoxyecdysone 22-phosphate(2-),90658875,parent_literature,3,5633,True
CHEBI:152049,CE 18:1(7Z),146672295,no_literature,0,774,False
CHEBI:166681,"4,4-Dimethyl-14a-formyl-5alpha-cholesta-8,24-dien-3beta-ol",21121725,own_literature,1,2581,False
CHEBI:166806,32-Hydroxylanosterol,22298935,own_literature,1,2501,False
CHEBI:166912,taurochenodeoxycholate 3-sulfate,155289465,own_literature,5,8664,True
CHEBI:166996,solanidine(1+),25244262,no_literature,0,874,True
CHEBI:166997,gamma-chaconine(1+),154586040,parent_literature,3,6733,True
CHEBI:166998,tomatidine 3-O-beta-D-glucopyranoside(1+),155289489,parent_literature,3,5754,True
CHEBI:166999,tomatidine(1+),155289490,parent_literature,3,5448,True
CHEBI:169972,"5beta-cholestane-3alpha,7alpha,25-triol",5284197,own_literature,5,7950,True
CHEBI:169973,"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol",5284211,own_literature,2,5355,True
CHEBI:172392,cholate 7-sulfate(2-),155920191,no_literature,0,984,True
CHEBI:172393,glycocholate 7-sulfate(2-),155920192,parent_literature,3,6285,True
CHEBI:172394,taurocholate 7-sulfate(2-),155920193,no_literature,0,1068,True
CHEBI:172395,chenodeoxycholate 7-sulfate(2-),155920195,no_literature,0,978,True
CHEBI:172396,taurochenodeoxycholate 7-sulfate(2-),155920196,own_literature,4,8484,True
CHEBI:172398,alpha-muricholate 7-sulfate(2-),155920197,no_literature,0,1001,True
CHEBI:174650,19-Oxo-deoxycorticosterone,173380,own_literature,4,6455,False
CHEBI:176901,14alpha-hydroxymethyl steroid,134822640,no_literature,0,651,True
CHEBI:176902,14alpha-formyl steroid,134822641,no_literature,0,674,True
CHEBI:178023,26-hydroxylanosterol,69619365,own_literature,2,3354,True
CHEBI:178024,26-oxolanosterol,156587284,no_literature,0,817,True
CHEBI:178025,"3beta-hydroxy-lanosta-8, 24-dien-26-oate",156587285,parent_literature,3,7715,True
CHEBI:178093,17beta-estradiol 3-O-(3-sulfo-beta-D-glucuronide)(2-),156613053,no_literature,0,1103,True
CHEBI:178094,17beta-estradiol 3-O-(3-sulfo-beta-D-glucuronide) 17-sulfate(3-),156613050,no_literature,0,1169,True
CHEBI:178095,17beta-estradiol 3-O-(beta-D-glucuronide) 17-sulfate (2-),156613059,no_literature,0,1103,True
CHEBI:178096,17beta-estradiol 17-O-(3-sulfo-beta-D-glucuronide)(2-),156613056,no_literature,0,1105,True
CHEBI:178097,estriol 3-O-(3-sulfo-beta-D-glucuronide)(2-),156613040,no_literature,0,1112,True
CHEBI:178098,estriol 16-O-(3-sulfo-beta-D-glucuronide)(2-),156613027,no_literature,0,1114,True
CHEBI:178099,estriol 17-O-(3-sulfo-beta-D-glucuronide)(2-),156613046,no_literature,0,1114,True
CHEBI:178101,estrone 3-O-(3-sulfo-beta-D-glucuronide)(2-),156613037,no_literature,0,1077,True
CHEBI:178102,"5beta-pregnane 3alpha,20alpha-diol 3-O-(beta-D-glucuronide)(1-)",156613039,parent_literature,3,5824,True
CHEBI:178103,"5beta-pregnane 3alpha,20alpha-diol 3-O-(3-sulfo-beta-D-glucuronide)(2-)",156613029,parent_literature,3,5922,True
CHEBI:178104,testosterone 17-O-(3-sulfo-beta-D-glucuronide)(2-),156613033,no_literature,0,1116,True
CHEBI:178105,dehydroepiandrosterone 3-O-(beta-D-glucuronide)(1-),156613058,no_literature,0,1056,True
CHEBI:178106,dehydroepiandrosterone 3-O-(3-sulfo-beta-D-glucuronide)(2-),156613042,no_literature,0,1140,True
CHEBI:178107,"5beta-androstane-3alpha,17alpha-diol-11-one-17beta-carboxylate 3-O-(beta-D-glucuronide)(2-)",156613044,parent_literature,3,7207,True
CHEBI:178108,"5beta-androstane-3alpha,17alpha-diol-11-one-17beta-carboxylate 3-O-(3-sulfo-beta-D-glucuronide)(3-)",156613031,parent_literature,3,7302,True
CHEBI:178197,etiocholan-3alpha-ol-17-one 3-O-(beta-D-glucuronide)(1-),156613055,no_literature,0,1072,True
CHEBI:178198,etiocholan-3alpha-ol-17-one 3-O-(3-sulfo-beta-D-glucuronide)(2-),156613035,no_literature,0,1158,True
CHEBI:183368,7beta-hydroxydehydroepiandrosterone,22245198,no_literature,0,736,True
CHEBI:183806,7beta-hydroxypregnenolone,10131679,own_literature,3,5457,True
CHEBI:183807,7-ketopregnenolone,134972,own_literature,3,5767,True
CHEBI:183808,7-ketodehydroepiandrosterone,193313,own_literature,5,10586,True
CHEBI:183809,7beta-hydroxyepiandrosterone,9836181,own_literature,4,7473,True
CHEBI:187980,(22S)-hydroxysitosterol,52931403,no_literature,0,868,True
CHEBI:188465,"(5alpha,22S)-22-hydroxycholestan-3beta-ol",71357400,parent_literature,3,5304,True
CHEBI:188495,6alpha-hydroxytyphasterol,102515372,no_literature,0,990,True
CHEBI:188496,3-dehydro-6alpha-hydroxyteasterone,102515138,no_literature,0,976,True
CHEBI:188919,a C27-steroid,10202,own_literature,1,2399,False
CHEBI:188920,a (22S)-22-hydroxy C27-steroid,162422384,no_literature,0,640,False
CHEBI:188921,C28-steroid,528828,own_literature,4,5403,False
CHEBI:188922,(22S)-22-hydroxy C28-steroid,162422385,no_literature,0,651,False
CHEBI:188923,C29-steroid,313279,own_literature,1,1598,False
CHEBI:188924,(22S)-22-hydroxy C29-steroid,162422386,no_literature,0,661,False
CHEBI:188985,6-deoxo-28-norteasterone,102023287,own_literature,2,4413,True
CHEBI:188987,6alpha-hydroxy-28-norteasterone,162422393,no_literature,0,971,True
CHEBI:188988,28-norteasterone,131865289,own_literature,3,5911,True
CHEBI:188989,3-dehydro-6-deoxo-28-norteasterone,102023288,own_literature,1,2098,True
CHEBI:188990,3-dehydro-6alpha-hydroxy-28-norteasterone,162422394,no_literature,0,980,True
CHEBI:188991,6-dehydro-28-norteasterone,162422395,no_literature,0,911,True
CHEBI:188995,6-deoxo-28-norcastasterone,101682290,own_literature,2,4466,True
CHEBI:188996,6alpha-hydroxy-28-norcastasterone,162422397,no_literature,0,1020,True
CHEBI:188997,28-norcastasterone,13982110,own_literature,5,8311,True
CHEBI:189050,20beta-dihydrocorticosterone,92855825,no_literature,0,817,True
CHEBI:189066,cholesteryl beta-D-galactoside,11613669,own_literature,5,8094,True
CHEBI:189067,cholesteryl beta-D-xyloside,162422402,own_literature,2,4409,True
CHEBI:190287,androstenediol 3-sulfate(1-),21120399,parent_literature,3,5651,True
CHEBI:190469,17beta-estradiol 17-sulfate(1-),21114896,own_literature,1,2757,True
CHEBI:190485,epitestosterone sulfate(1-),163358904,parent_literature,3,5800,True
CHEBI:191405,tauronorcholate(1-),163358944,own_literature,2,3103,False
CHEBI:191407,taurohyodeoxycholate(1-),163358931,own_literature,5,9554,True
CHEBI:191859,"5alpha-androstane-3alpha,17beta-diol 3-glucosiduronate(1-)",163358936,no_literature,0,1055,True
CHEBI:191938,"(16S,22S)-dihydroxycholesterol",91013295,own_literature,1,2134,True
CHEBI:192383,3-oxo-chol-4-ene-(22R)-hydroxy-24-oyl-CoA(4-),164575939,no_literature,0,1502,True
CHEBI:194328,32-hydroxyeburicol,168007609,parent_literature,3,6440,True
CHEBI:194329,32-ketoeburicol,168007565,parent_literature,3,6427,True
CHEBI:194330,"4,4,24-trimethyl-5alpha-cholesta-8,14,24(28)-triene-3beta-ol",168007676,parent_literature,3,6557,True
CHEBI:195166,18-hydroxydeoxycorticosterone,64970,own_literature,5,8404,True
CHEBI:195167,19-hydroxy-11-deoxycorticosterone,164961,own_literature,5,8216,True
CHEBI:195179,18-hydroxy-11-deoxycortisol,3082415,own_literature,3,5234,True
CHEBI:195610,3beta-hydroxy-5-cholenoate(1-),20848924,no_literature,0,709,False
CHEBI:195614,3beta-sulfo-5-cholenoate(2-),168475446,no_literature,0,749,False
CHEBI:195622,3alpha-sulfodeoxycholate(2-),168475447,own_literature,1,2860,True
CHEBI:195624,3alpha-sulfoglycodeoxycholate(2-),168475448,own_literature,1,3591,True
CHEBI:195625,3alpha-sulfotaurodeoxycholate(2-),168475449,parent_literature,3,6599,True
CHEBI:228908,Siamenoside I,71307460,no_literature,0,1538,True
CHEBI:229709,N-choloyl-L-alpha-amino acid anion,,no_literature,0,167,True
CHEBI:229710,L-alanocholate,171037395,own_literature,4,6900,False
CHEBI:229711,L-serocholate,171037396,own_literature,5,9650,False
CHEBI:229712,L-histidocholate,171037397,own_literature,5,8071,False
CHEBI:229713,L-arginocholate,171037398,no_literature,0,896,False
CHEBI:229714,L-phenylalanocholate,171037399,own_literature,5,10337,False
CHEBI:229949,"(24S)-24,25-epoxycucurbitadienol",171037431,parent_literature,3,6286,True
CHEBI:229950,"(24R)-24,25-dihydroxycucurbitadienol",171037432,parent_literature,3,5049,True
CHEBI:229951,mogroside I-A1,101135270,own_literature,5,10650,True
CHEBI:229952,mogroside IIIA,24720988,parent_literature,3,7602,True
CHEBI:229958,mogroside IVA,101207514,no_literature,0,1524,True
CHEBI:229959,mogroside V,24721270,own_literature,5,10571,True
CHEBI:229960,mogroside IIA,138911437,own_literature,5,11417,True
CHEBI:229961,mogroside III-C3(1->6),44423069,own_literature,2,4010,True
CHEBI:230511,mogroside III-A1,125126167,own_literature,2,4663,True
CHEBI:230512,isomogroside IV,162702234,no_literature,0,1544,True
CHEBI:230513,isomogroside V,87753664,no_literature,0,1696,True
CHEBI:230514,mogroside IV,131636951,no_literature,0,1529,True
CHEBI:232043,mogroside IIA1,102086511,own_literature,5,10375,True
CHEBI:232044,mogroside IIIE,102350789,own_literature,1,2737,True
CHEBI:232052,mogroside VI,101552120,own_literature,3,8697,True
CHEBI:232471,isomotiol,14167345,own_literature,2,4109,True
CHEBI:232472,2alpha-hydroxyisomotiol,172429301,parent_literature,2,4379,True
CHEBI:232474,3-O-(beta-D-glucopyranosyl)-isomotiol,172429303,no_literature,0,890,False
CHEBI:232475,3-O-(beta-D-glucopyranosyl)-2alpha-hydroxyisomotiol,172429304,no_literature,0,1043,True
CHEBI:232477,3-O-(beta-D-glucopyranosyl)-2alpha-acetoxyisomotiol,172429305,no_literature,0,1069,True
CHEBI:232481,19beta-hydroxyisomotiol,172429311,no_literature,0,736,False
CHEBI:232482,"2alpha,19beta-dihydroxyisomotiol",172429312,no_literature,0,881,True
CHEBI:232483,2alpha-hydroxyismotiol-19-one,172429313,no_literature,0,871,True
CHEBI:232767,22-deoxyecdysone,21124802,own_literature,3,5904,True
CHEBI:233653,12-dehydrodeoxycholate(1-),21140256,no_literature,0,723,False
CHEBI:234448,11-oxo-5alpha-dihydrotestosterone,11197479,own_literature,5,12081,True
CHEBI:234449,"11-keto-5alpha-androstane-3alpha,17beta-diol",10125601,no_literature,0,825,True
CHEBI:234456,cholyl-L-tryptophan(1-),176454291,no_literature,0,968,True
CHEBI:234529,ursodeoxycholate 3-sulfate(2-),176454319,own_literature,1,1823,True
CHEBI:234531,glycoursodeoxycholate 3-sulfate(2-),176454321,parent_literature,3,7204,True
CHEBI:282234,dihydrodigitoxin,45266921,own_literature,5,7136,True
