cluster	cluster_size	go_term	k_in_cluster	K_in_atlas	cluster_freq	bg_freq	enrichment_ratio	log10_p
36	166	developmental process	12	177	0.0723	0.005	14.34	10.24
36	166	positive regulation of phagocytosis	16	132	0.0964	0.0038	25.64	17.54
36	166	response to steroid hormone	1	23	0.006	0.0007	9.2	0.99
36	166	chemorepellent activity	16	75	0.0964	0.0021	45.13	21.7
36	166	phosphatidylcholine biosynthetic process	16	150	0.0964	0.0043	22.57	16.63
36	166	positive regulation of substrate adhesion-dependent cell spreading	16	75	0.0964	0.0021	45.13	21.7
36	166	negative regulation of tumor necrosis factor-mediated signaling pathway	16	167	0.0964	0.0048	20.27	15.87
36	166	protein stabilization	16	136	0.0964	0.0039	24.89	17.32
36	166	endocytic vesicle	16	82	0.0964	0.0023	41.28	21.02
36	166	steroid sulfotransferase activity	18	18	0.1084	0.0005	211.55	42.27
36	166	monooxygenase activity	3	196	0.0181	0.0056	3.24	1.18
36	166	enzyme binding	18	350	0.1084	0.01	10.88	13.06
36	166	steroid binding	5	1674	0.0301	0.0477	0.63	0.05
36	166	positive regulation of vascular endothelial growth factor production	7	77	0.0422	0.0022	19.23	7.07
36	166	progesterone metabolic process	3	906	0.0181	0.0258	0.7	0.09
36	166	inflammatory response	1	105	0.006	0.003	2.01	0.41
36	166	positive regulation of epidermal cell differentiation	3	16	0.0181	0.0005	39.67	4.26
36	166	steroid hormone binding	3	392	0.0181	0.0112	1.62	0.55
36	166	high-density lipoprotein particle receptor binding	16	133	0.0964	0.0038	25.45	17.48
36	166	sterol metabolic process	2	603	0.012	0.0172	0.7	0.11
36	166	nuclear membrane	1	43	0.006	0.0012	4.92	0.73
36	166	cellular response to lipoprotein particle stimulus	16	132	0.0964	0.0038	25.64	17.54
36	166	negative regulation of heterotypic cell-cell adhesion	16	75	0.0964	0.0021	45.13	21.7
36	166	cell-cell signaling	72	1430	0.4337	0.0407	10.65	54.31
36	166	cytoplasmic vesicle	1	26	0.006	0.0007	8.14	0.94
36	166	high-density lipoprotein particle assembly	16	134	0.0964	0.0038	25.26	17.43
36	166	phosphatidylserine binding	1	77	0.006	0.0022	2.75	0.51
36	166	xenobiotic catabolic process	4	191	0.0241	0.0054	4.43	1.88
36	166	female pregnancy	2	16	0.012	0.0005	26.44	2.59
36	166	triacylglycerol lipase activity	7	2063	0.0422	0.0587	0.72	0.06
36	166	sulfotransferase activity	24	28	0.1446	0.0008	181.33	52.26
36	166	smoothened signaling pathway	72	1536	0.4337	0.0437	9.92	52.15
36	166	positive regulation of smoothened signaling pathway	6	196	0.0361	0.0056	6.48	3.45
36	166	positive regulation of phospholipid efflux	16	82	0.0964	0.0023	41.28	21.02
36	166	xenobiotic metabolic process	17	499	0.1024	0.0142	7.21	9.55
36	166	steroid hydroxylase activity	4	153	0.0241	0.0044	5.53	2.21
36	166	dendrite	12	1498	0.0723	0.0427	1.69	1.28
36	166	patched binding	72	1613	0.4337	0.0459	9.44	50.68
36	166	chylomicron	16	131	0.0964	0.0037	25.84	17.59
36	166	system development	50	410	0.3012	0.0117	25.8	55.54
36	166	acetylesterase activity	7	1090	0.0422	0.031	1.36	0.59
36	166	positive regulation of Rho protein signal transduction	16	75	0.0964	0.0021	45.13	21.7
36	166	negative regulation of interleukin-1 beta production	16	77	0.0964	0.0022	43.96	21.5
36	166	vitamin transport	16	78	0.0964	0.0022	43.39	21.4
36	166	estrogen 2-hydroxylase activity	3	161	0.0181	0.0046	3.94	1.39
36	166	phospholipid binding	16	82	0.0964	0.0023	41.28	21.02
36	166	negative regulation of cell adhesion molecule production	16	75	0.0964	0.0021	45.13	21.7
36	166	intracellular sterol transport	5	18	0.0301	0.0005	58.76	7.74
36	166	very-low-density lipoprotein particle	16	133	0.0964	0.0038	25.45	17.48
36	166	amyloid-beta formation	16	75	0.0964	0.0021	45.13	21.7
36	166	cholesterol homeostasis	18	1948	0.1084	0.0555	1.95	2.29
36	166	motor behavior	1	86	0.006	0.0024	2.46	0.47
36	166	male gonad development	1	40	0.006	0.0011	5.29	0.76
36	166	retinal metabolic process	7	27	0.0422	0.0008	54.85	10.42
36	166	lipid transporter activity	2	87	0.012	0.0025	4.86	1.19
36	166	cholesterol transport	5	68	0.0301	0.0019	15.56	4.74
36	166	positive regulation of reactive oxygen species metabolic process	2	47	0.012	0.0013	9.0	1.68
36	166	sulfation	26	26	0.1566	0.0007	211.55	61.35
36	166	intein-mediated protein splicing	50	1354	0.3012	0.0386	7.81	30.01
36	166	central nervous system development	1	1381	0.006	0.0393	0.15	0.0
36	166	sterol ester esterase activity	7	2104	0.0422	0.0599	0.7	0.06
36	166	3'-phosphoadenosine 5'-phosphosulfate metabolic process	17	17	0.1024	0.0005	211.55	39.9
36	166	cholesterol import	16	80	0.0964	0.0023	42.31	21.21
36	166	lipid catabolic process	9	1122	0.0542	0.032	1.7	1.07
36	166	cholesterol transfer activity	18	937	0.1084	0.0267	4.06	6.27
36	166	steroid catabolic process	4	962	0.0241	0.0274	0.88	0.17
36	166	negative regulation of cell population proliferation	10	97	0.0602	0.0028	21.81	10.43
36	166	apical plasma membrane	2	5067	0.012	0.1443	0.08	0.0
36	166	phospholipid transport	1	35	0.006	0.001	6.04	0.82
36	166	G protein-coupled receptor signaling pathway	16	98	0.0964	0.0028	34.54	19.7
36	166	cholesterol binding	25	1642	0.1506	0.0468	3.22	6.61
36	166	response to toxic substance	2	39	0.012	0.0011	10.85	1.83
36	166	catecholamine catabolic process	8	175	0.0482	0.005	9.67	5.7
36	166	cell fate specification	72	1408	0.4337	0.0401	10.82	54.78
36	166	retinyl-palmitate esterase activity	1	123	0.006	0.0035	1.72	0.35
36	166	pancreatic juice secretion	1	89	0.006	0.0025	2.38	0.46
36	166	arachidonate metabolic process	7	36	0.0422	0.001	41.13	9.46
36	166	response to glucocorticoid	2	40	0.012	0.0011	10.58	1.81
36	166	integrin-mediated signaling pathway	16	75	0.0964	0.0021	45.13	21.7
36	166	steroid 17-alpha-monooxygenase activity	4	846	0.0241	0.0241	1.0	0.24
36	166	cellular response to tumor necrosis factor	1	149	0.006	0.0042	1.42	0.29
36	166	protein autoprocessing	72	1424	0.4337	0.0406	10.7	54.44
36	166	lyase activity	3	326	0.0181	0.0093	1.95	0.7
36	166	low-density lipoprotein particle	16	74	0.0964	0.0021	45.74	21.8
36	166	blood circulation	1	51	0.006	0.0015	4.15	0.67
36	166	calcium ion binding	72	1460	0.4337	0.0416	10.43	53.68
36	166	spherical high-density lipoprotein particle	16	133	0.0964	0.0038	25.45	17.48
36	166	sterol transport	8	52	0.0482	0.0015	32.55	9.88
36	166	ceramide catabolic process	1	21	0.006	0.0006	10.07	1.02
36	166	phospholipid efflux	16	158	0.0964	0.0045	21.42	16.26
36	166	regulation of Cdc42 protein signal transduction	16	78	0.0964	0.0022	43.39	21.4
36	166	amyloid-beta binding	16	79	0.0964	0.0022	42.85	21.31
36	166	high-density lipoprotein particle	1	603	0.006	0.0172	0.35	0.03
36	166	negative regulation of cytokine production involved in immune response	16	132	0.0964	0.0038	25.64	17.54
36	166	peptidase activity	72	1425	0.4337	0.0406	10.69	54.42
36	166	lipid transport	2	4600	0.012	0.131	0.09	0.0
36	166	testosterone 6-beta-hydroxylase activity	3	82	0.0181	0.0023	7.74	2.16
36	166	axon	12	485	0.0723	0.0138	5.23	5.43
36	166	doxorubicin metabolic process	1	21	0.006	0.0006	10.07	1.02
36	166	lysosomal lumen	3	63	0.0181	0.0018	10.07	2.48
36	166	basolateral plasma membrane	2	3332	0.012	0.0949	0.13	0.0
36	166	dopamine metabolic process	8	173	0.0482	0.0049	9.78	5.74
36	166	regulation of gene expression	72	1316	0.4337	0.0375	11.57	56.84
36	166	hydroperoxy icosatetraenoate dehydratase activity	4	512	0.0241	0.0146	1.65	0.65
36	166	bile acid catabolic process	3	21	0.0181	0.0006	30.22	3.89
36	166	retinol metabolic process	7	473	0.0422	0.0135	3.13	2.13
36	166	lipoprotein metabolic process	16	215	0.0964	0.0061	15.74	14.13
36	166	negative regulation of inflammatory response	16	386	0.0964	0.011	8.77	10.25
36	166	dopamine catabolic process	10	28	0.0602	0.0008	75.55	16.29
36	166	high-density lipoprotein particle remodeling	16	768	0.0964	0.0219	4.41	6.07
36	166	gene expression	1	124	0.006	0.0035	1.71	0.35
36	166	catechol O-methyltransferase activity	12	192	0.0723	0.0055	13.22	9.83
36	166	lysosome to ER cholesterol transport	2	92	0.012	0.0026	4.6	1.15
36	166	response to estradiol	1	57	0.006	0.0016	3.71	0.63
36	166	cholesterol metabolic process	32	6083	0.1928	0.1732	1.11	0.55
36	166	cell adhesion	7	19	0.0422	0.0005	77.94	11.65
36	166	negative regulation of very-low-density lipoprotein particle remodeling	16	136	0.0964	0.0039	24.89	17.32
36	166	hormone biosynthetic process	3	713	0.0181	0.0203	0.89	0.18
36	166	sterol binding	8	52	0.0482	0.0015	32.55	9.88
36	166	response to nutrient levels	1	20	0.006	0.0006	10.58	1.04
36	166	triglyceride homeostasis	16	755	0.0964	0.0215	4.48	6.17
36	166	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	4	92	0.0241	0.0026	9.2	3.01
36	166	methylation	12	978	0.0723	0.0278	2.6	2.61
36	166	high-density lipoprotein particle binding	16	133	0.0964	0.0038	25.45	17.48
36	166	positive regulation of stress fiber assembly	16	75	0.0964	0.0021	45.13	21.7
36	166	reverse cholesterol transport	16	776	0.0964	0.0221	4.36	6.02
36	166	positive regulation of cholesterol metabolic process	16	80	0.0964	0.0023	42.31	21.21
36	166	lipid metabolic process	1	1633	0.006	0.0465	0.13	0.0
36	166	heme binding	7	5655	0.0422	0.161	0.26	0.0
36	166	response to nutrient	1	26	0.006	0.0007	8.14	0.94
36	166	positive regulation of cholesterol efflux	16	245	0.0964	0.007	13.82	13.24
36	166	phosphatidylcholine-sterol O-acyltransferase activator activity	16	132	0.0964	0.0038	25.64	17.54
36	166	protein homodimerization activity	1	390	0.006	0.0111	0.54	0.07
36	166	flavonoid metabolic process	4	16	0.0241	0.0005	52.89	6.08
36	166	apolipoprotein A-I receptor binding	16	75	0.0964	0.0021	45.13	21.7
36	166	late endosome	2	102	0.012	0.0029	4.15	1.07
36	166	positive regulation of apoptotic process	7	15	0.0422	0.0004	98.72	12.54
36	166	cholesterol storage	1	84	0.006	0.0024	2.52	0.48
36	166	bile acid metabolic process	5	229	0.0301	0.0065	4.62	2.32
36	166	estrogen metabolic process	16	1660	0.0964	0.0473	2.04	2.26
36	166	aryl sulfotransferase activity	17	17	0.1024	0.0005	211.55	39.9
36	166	angiogenesis	2	83	0.012	0.0024	5.1	1.23
36	166	toxin metabolic process	4	30	0.0241	0.0009	28.21	4.92
37	491	bile acid transmembrane transporter activity	424	1093	0.8635	0.0311	27.74	300.0
37	491	canalicular bile acid transmembrane transporter activity	5	108	0.0102	0.0031	3.31	1.74
37	491	ABC-type bile acid transporter activity	3	167	0.0061	0.0048	1.28	0.38
37	491	recycling endosome membrane	429	1550	0.8737	0.0441	19.8	300.0
37	491	transmembrane transport	3	127	0.0061	0.0036	1.69	0.58
37	491	apical plasma membrane	429	5067	0.8737	0.1443	6.06	291.91
37	491	ABC-type oligopeptide transporter activity	425	1132	0.8656	0.0322	26.85	300.0
37	491	canalicular bile acid transport	427	1083	0.8697	0.0308	28.2	300.0
37	491	oligopeptide export from mitochondrion	425	1132	0.8656	0.0322	26.85	300.0
37	491	xenobiotic transmembrane transporter activity	1	36	0.002	0.001	1.99	0.4
37	491	ABC-type transporter activity	1	245	0.002	0.007	0.29	0.01
38	752	efflux transmembrane transporter activity	72	941	0.0957	0.0268	3.57	19.95
38	752	bile acid and bile salt transport	3	143	0.004	0.0041	0.98	0.23
38	752	platelet dense granule membrane	72	74	0.0957	0.0021	45.44	118.27
38	752	leukotriene transport	115	271	0.1529	0.0077	19.82	118.2
38	752	ATPase-coupled transmembrane transporter activity	3	67	0.004	0.0019	2.09	0.76
38	752	cAMP transport	72	76	0.0957	0.0022	44.24	115.61
38	752	ABC-type bile acid transporter activity	72	167	0.0957	0.0048	20.13	74.11
38	752	recycling endosome membrane	44	1550	0.0585	0.0441	1.33	1.44
38	752	ABC-type glutathione S-conjugate transporter activity	660	2783	0.8777	0.0792	11.07	300.0
38	752	early endosome membrane	44	384	0.0585	0.0109	5.35	18.77
38	752	xenobiotic metabolic process	1	499	0.0013	0.0142	0.09	0.0
38	752	chloride channel complex	44	380	0.0585	0.0108	5.41	18.95
38	752	xenobiotic transmembrane transport	2	187	0.0027	0.0053	0.5	0.04
38	752	prostaglandin transmembrane transporter activity	72	438	0.0957	0.0125	7.68	41.05
38	752	transmembrane transport	15	127	0.0199	0.0036	5.52	7.0
38	752	ABC-type xenobiotic transporter activity	660	3551	0.8777	0.1011	8.68	300.0
38	752	guanine nucleotide transmembrane transporter activity	72	74	0.0957	0.0021	45.44	118.27
38	752	prostaglandin transport	3	26	0.004	0.0007	5.39	1.75
38	752	response to xenobiotic stimulus	2	98	0.0027	0.0028	0.95	0.21
38	752	nucleolus	1	165	0.0013	0.0047	0.28	0.01
38	752	apical plasma membrane	659	5067	0.8763	0.1443	6.07	300.0
38	752	transmembrane transporter activity	2	79	0.0027	0.0022	1.18	0.3
38	752	urate transmembrane transporter activity	72	97	0.0957	0.0028	34.66	98.89
38	752	lipid transport	572	4600	0.7606	0.131	5.81	300.0
38	752	glutathione transmembrane transporter activity	72	789	0.0957	0.0225	4.26	24.4
38	752	basolateral plasma membrane	660	3332	0.8777	0.0949	9.25	300.0
38	752	xenobiotic transmembrane transporter activity	3	36	0.004	0.001	3.89	1.38
38	752	xenobiotic transport	1	48	0.0013	0.0014	0.97	0.19
38	752	ABC-type transporter activity	15	245	0.0199	0.007	2.86	3.54
38	752	export across plasma membrane	72	162	0.0957	0.0046	20.75	75.31
38	752	intracellularly ATP-gated chloride channel activity	44	380	0.0585	0.0108	5.41	18.95
39	97	estrogen 16-alpha-hydroxylase activity	11	240	0.1134	0.0068	16.59	10.14
39	97	negative regulation of endothelial cell proliferation	64	71	0.6598	0.002	326.34	166.72
39	97	regulation of ventricular cardiac muscle cell action potential	57	64	0.5876	0.0018	322.43	146.21
39	97	peptidase activator activity	57	64	0.5876	0.0018	322.43	146.21
39	97	regulation of blood coagulation	58	65	0.5979	0.0019	323.04	149.11
39	97	positive regulation of calcium ion transport into cytosol	57	64	0.5876	0.0018	322.43	146.21
39	97	inward rectifier potassium channel inhibitor activity	58	65	0.5979	0.0019	323.04	149.11
39	97	positive regulation of cell migration	58	223	0.5979	0.0064	94.16	103.73
39	97	sarcolemma	64	81	0.6598	0.0023	286.05	158.74
39	97	lipid hydroxylation	11	164	0.1134	0.0047	24.28	11.94
39	97	cholesterol efflux	1	528	0.0103	0.015	0.69	0.11
39	97	canonical Wnt signaling pathway	58	67	0.5979	0.0019	313.4	147.32
39	97	retinoic acid 4-hydroxylase activity	11	100	0.1134	0.0028	39.82	14.34
39	97	neuron differentiation	1	425	0.0103	0.0121	0.85	0.16
39	97	cellular response to peptide hormone stimulus	10	269	0.1031	0.0077	13.46	8.38
39	97	receptor internalization	14	80	0.1443	0.0023	63.36	21.13
39	97	T cell costimulation	66	73	0.6804	0.0021	327.32	172.7
39	97	regulation of developmental process	1	327	0.0103	0.0093	1.11	0.22
39	97	protein transport	1	20	0.0103	0.0006	18.1	1.27
39	97	caveolin-mediated endocytosis	58	65	0.5979	0.0019	323.04	149.11
39	97	regulation of entry of bacterium into host cell	58	65	0.5979	0.0019	323.04	149.11
39	97	calcium ion transport	1	29	0.0103	0.0008	12.48	1.11
39	97	negative regulation of MAPK cascade	1	68	0.0103	0.0019	5.32	0.77
39	97	focal adhesion	65	78	0.6701	0.0022	301.69	164.53
39	97	enzyme binding	1	350	0.0103	0.01	1.03	0.21
39	97	cellular response to starvation	1	71	0.0103	0.002	5.1	0.75
39	97	positive regulation of cold-induced thermogenesis	57	65	0.5876	0.0019	317.47	145.3
39	97	negative regulation of vascular associated smooth muscle cell proliferation	1	80	0.0103	0.0023	4.53	0.7
39	97	positive regulation of protein ubiquitination	58	65	0.5979	0.0019	323.04	149.11
39	97	negative regulation of canonical Wnt signaling pathway	57	67	0.5876	0.0019	308.0	143.61
39	97	lipid droplet	1	1587	0.0103	0.0452	0.23	0.0
39	97	angiotensin-activated signaling pathway	57	66	0.5876	0.0019	312.66	144.44
39	97	caveolar macromolecular signaling complex	57	64	0.5876	0.0018	322.43	146.21
39	97	positive regulation of ERAD pathway	58	65	0.5979	0.0019	323.04	149.11
39	97	cell-cell signaling	1	1430	0.0103	0.0407	0.25	0.01
39	97	cytoplasmic vesicle	5	26	0.0515	0.0007	69.62	8.04
39	97	xenobiotic catabolic process	11	191	0.1134	0.0054	20.85	11.21
39	97	apoptotic signaling pathway	58	164	0.5979	0.0047	128.04	112.91
39	97	cellular response to transforming growth factor beta stimulus	1	92	0.0103	0.0026	3.94	0.65
39	97	negative regulation of transcription by RNA polymerase II	57	416	0.5876	0.0118	49.61	84.25
39	97	smoothened signaling pathway	1	1536	0.0103	0.0437	0.24	0.01
39	97	gliogenesis	1	585	0.0103	0.0167	0.62	0.09
39	97	cortisol metabolic process	9	192	0.0928	0.0055	16.97	8.47
39	97	triglyceride metabolic process	1	590	0.0103	0.0168	0.61	0.09
39	97	basal plasma membrane	1	44	0.0103	0.0013	8.23	0.94
39	97	ATPase binding	58	285	0.5979	0.0081	73.68	96.75
39	97	patched binding	1	1613	0.0103	0.0459	0.22	0.0
39	97	tube development	1	381	0.0103	0.0108	0.95	0.18
39	97	regulation of cell communication by electrical coupling involved in cardiac conduction	57	64	0.5876	0.0018	322.43	146.21
39	97	alkaloid catabolic process	11	102	0.1134	0.0029	39.04	14.24
39	97	receptor-mediated endocytosis of virus by host cell	58	65	0.5979	0.0019	323.04	149.11
39	97	regulation of cardiac muscle cell action potential involved in regulation of contraction	58	65	0.5979	0.0019	323.04	149.11
39	97	response to estrogen	1	109	0.0103	0.0031	3.32	0.58
39	97	acrosomal membrane	57	64	0.5876	0.0018	322.43	146.21
39	97	positive regulation of gene expression	57	432	0.5876	0.0123	47.77	83.25
39	97	cholesterol homeostasis	1	1948	0.0103	0.0555	0.19	0.0
39	97	cilium	57	219	0.5876	0.0062	94.23	101.76
39	97	positive regulation of intrinsic apoptotic signaling pathway	58	65	0.5979	0.0019	323.04	149.11
39	97	caveola assembly	66	73	0.6804	0.0021	327.32	172.7
39	97	intein-mediated protein splicing	1	1354	0.0103	0.0386	0.27	0.01
39	97	protein-containing complex binding	58	246	0.5979	0.007	85.36	100.91
39	97	central nervous system development	1	1381	0.0103	0.0393	0.26	0.01
39	97	oxysterol binding	66	423	0.6804	0.012	56.49	103.77
39	97	response to xenobiotic stimulus	1	98	0.0103	0.0028	3.69	0.62
39	97	nitric-oxide synthase binding	58	65	0.5979	0.0019	323.04	149.11
39	97	molecular adaptor activity	13	17	0.134	0.0005	276.85	30.26
39	97	negative regulation of cell population proliferation	1	97	0.0103	0.0028	3.73	0.63
39	97	protein kinase binding	66	330	0.6804	0.0094	72.41	111.55
39	97	apical plasma membrane	1	5067	0.0103	0.1443	0.07	0.0
39	97	regulation of ruffle assembly	58	65	0.5979	0.0019	323.04	149.11
39	97	cell fate specification	1	1408	0.0103	0.0401	0.26	0.01
39	97	cellular response to hypoxia	1	74	0.0103	0.0021	4.89	0.73
39	97	negative regulation of anoikis	58	65	0.5979	0.0019	323.04	149.11
39	97	positive regulation of canonical NF-kappaB signal transduction	58	68	0.5979	0.0019	308.79	146.49
39	97	response to glucocorticoid	1	40	0.0103	0.0011	9.05	0.98
39	97	negative regulation of pinocytosis	58	68	0.5979	0.0019	308.79	146.49
39	97	pattern specification process	1	453	0.0103	0.0129	0.8	0.14
39	97	protein autoprocessing	1	1424	0.0103	0.0406	0.25	0.01
39	97	cellular response to hyperoxia	58	65	0.5979	0.0019	323.04	149.11
39	97	protein-containing complex	2	462	0.0206	0.0132	1.57	0.44
39	97	small GTPase binding	58	70	0.5979	0.002	299.97	144.92
39	97	positive regulation of extrinsic apoptotic signaling pathway	58	67	0.5979	0.0019	313.4	147.32
39	97	calcium ion binding	1	1460	0.0103	0.0416	0.25	0.01
39	97	transmembrane transporter binding	66	211	0.6804	0.006	113.24	126.26
39	97	response to calcium ion	57	69	0.5876	0.002	299.07	142.06
39	97	protein-macromolecule adaptor activity	57	64	0.5876	0.0018	322.43	146.21
39	97	cellular response to misfolded protein	58	65	0.5979	0.0019	323.04	149.11
39	97	regulation of cytosolic calcium ion concentration	66	75	0.6804	0.0021	318.59	170.81
39	97	caveola	17	1185	0.1753	0.0337	5.19	7.6
39	97	peptidase activity	1	1425	0.0103	0.0406	0.25	0.01
39	97	testosterone 6-beta-hydroxylase activity	9	82	0.0928	0.0023	39.74	11.8
39	97	cell differentiation	64	459	0.6598	0.0131	50.48	96.75
39	97	C21-steroid hormone biosynthetic process	9	194	0.0928	0.0055	16.8	8.43
39	97	positive regulation of gap junction assembly	57	64	0.5876	0.0018	322.43	146.21
39	97	glucocorticoid biosynthetic process	9	215	0.0928	0.0061	15.15	8.04
39	97	oxidative demethylation	11	163	0.1134	0.0046	24.43	11.97
39	97	post-transcriptional regulation of gene expression	57	64	0.5876	0.0018	322.43	146.21
