accession	entry_name	protein_names	organism	decision	reason	current_rhea_ids	current_rxn_chebis	current_ligand_chebis
A0A7L4J0X8	A0A7L4J0X8_9PASS	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A7L4J2L5	A0A7L4J2L5_9PASS	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G membe	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:57905', 'CHEBI:60050', 'CHEBI:82961']	RHEA:16461;RHEA:38951;RHEA:60128;RHEA:61332;RHEA:61348;RHEA:61352;RHEA:61356;RHEA:61360;RHEA:61364;RHEA:61368;RHEA:61372;RHEA:61376;RHEA:61384;RHEA:82291;RHEA:86403	CHEBI:144581;CHEBI:144582;CHEBI:144583;CHEBI:144584;CHEBI:144643;CHEBI:15377;CHEBI:15378;CHEBI:17240;CHEBI:17775;CHEBI:17781;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:50681;CHEBI:57905;CHEBI:57986;CHEBI:58687;CHEBI:60050;CHEBI:60119;CHEBI:82961	
A0A7L4J750	A0A7L4J750_9PASS	Lanosterol 14-alpha demethylase (EC 1.14.14.154)	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:138029', 'CHEBI:138031', 'CHEBI:16521']	RHEA:25286;RHEA:45960;RHEA:54028;RHEA:68060;RHEA:68064;RHEA:68068;RHEA:75079;RHEA:75083;RHEA:75087;RHEA:75103;RHEA:75107;RHEA:75111;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:138029;CHEBI:138031;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:15740;CHEBI:16521;CHEBI:166681;CHEBI:166806;CHEBI:176901;CHEBI:176902;CHEBI:17813;CHEBI:28113;CHEBI:57618;CHEBI:58210;CHEBI:78904;CHEBI:87057;CHEBI:87060	CHEBI:30413
A0A7L4JCR9	A0A7L4JCR9_9PASS	Glucosylceramidase (EC 3.2.1.45)	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A7L4JF65	A0A7L4JF65_9PASS	Peroxisomal coenzyme A diphosphatase NUDT7 (EC 3.6.1.77) (Nucleoside diphosphate-linked moiety X motif 7)	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132020', 'CHEBI:132021', 'CHEBI:57373']	RHEA:49976;RHEA:49980;RHEA:50016;RHEA:50020;RHEA:50024;RHEA:50028;RHEA:50036;RHEA:50040;RHEA:64988;RHEA:64992;RHEA:67464;RHEA:67468;RHEA:67472;RHEA:67592;RHEA:RHEA-COMP:15719;RHEA:RHEA-COMP:17276	CHEBI:132011;CHEBI:132012;CHEBI:132013;CHEBI:132014;CHEBI:132015;CHEBI:132017;CHEBI:132020;CHEBI:132021;CHEBI:144051;CHEBI:15377;CHEBI:15378;CHEBI:156266;CHEBI:172362;CHEBI:172363;CHEBI:172364;CHEBI:172371;CHEBI:57287;CHEBI:57288;CHEBI:57292;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57384;CHEBI:57385;CHEBI:57386;CHEBI:57392;CHEBI:58343;CHEBI:61430;CHEBI:61723;CHEBI:62620;CHEBI:63001	
A0A7L4JFS7	A0A7L4JFS7_9PASS	Glucosylceramidase (EC 3.2.1.45)	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A7L4JGL9	A0A7L4JGL9_9PASS	Glucosylceramidase (EC 3.2.1.45)	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A7L4JI22	A0A7L4JI22_9PASS	Glucosylceramidase (EC 3.2.1.45)	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A7L4JIB5	A0A7L4JIB5_9PASS	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-	Pomatorhinus ruficollis (streak-breasted scimitar babbler)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:36234', 'CHEBI:57373', 'CHEBI:62989']	RHEA:11516;RHEA:14541;RHEA:15673;RHEA:16305;RHEA:16645;RHEA:20289;RHEA:30135;RHEA:30139;RHEA:30143;RHEA:31511;RHEA:40059;RHEA:40103;RHEA:40111;RHEA:40115;RHEA:40119;RHEA:40131;RHEA:40135;RHEA:40139;RHEA:40143;RHEA:40147;RHEA:40151;RHEA:40219;RHEA:40223;RHEA:40575;RHEA:40583;RHEA:40587;RHEA:40591;RHEA:40595;RHEA:59936;RHEA:59940;RHEA:59948;RHEA:59952	CHEBI:13705;CHEBI:143530;CHEBI:143531;CHEBI:143532;CHEBI:143533;CHEBI:15377;CHEBI:15378;CHEBI:15792;CHEBI:17120;CHEBI:17128;CHEBI:17272;CHEBI:17325;CHEBI:17968;CHEBI:18262;CHEBI:25629;CHEBI:25646;CHEBI:27689;CHEBI:29747;CHEBI:30031;CHEBI:30089;CHEBI:30245;CHEBI:30807;CHEBI:30823;CHEBI:30921;CHEBI:32360;CHEBI:32370;CHEBI:32372;CHEBI:32395;CHEBI:36234;CHEBI:43074;CHEBI:57286;CHEBI:57287;CHEBI:57288;CHEBI:57292;CHEBI:57368;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57378;CHEBI:57379;CHEBI:57380;CHEBI:57383;CHEBI:57384;CHEBI:57385;CHEBI:57386;CHEBI:57387;CHEBI:57392;CHEBI:57394;CHEBI:57404;CHEBI:61430;CHEBI:61540;CHEBI:62620;CHEBI:62989;CHEBI:63001;CHEBI:65060;CHEBI:76273;CHEBI:76282;CHEBI:76283;CHEBI:76315;CHEBI:76316;CHEBI:76317;CHEBI:76327;CHEBI:77061;CHEBI:77063;CHEBI:7896;CHEBI:84847;CHEBI:85674	
A0A7L4JIM8	A0A7L4JIM8_9AVES	Bile salt export pump	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A7L4JNI7	A0A7L4JNI7_9AVES	Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (Ileal Na(+)/bile acid cotransporte	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:191405', 'CHEBI:29746']	RHEA:51840;RHEA:71875;RHEA:71911;RHEA:71915;RHEA:71923;RHEA:71927;RHEA:71935;RHEA:72087;RHEA:72179	CHEBI:132028;CHEBI:133064;CHEBI:191405;CHEBI:191406;CHEBI:29101;CHEBI:29746;CHEBI:29747;CHEBI:36257;CHEBI:36261;CHEBI:9407	
A0A7L4JRG0	A0A7L4JRG0_9AVES	Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-fam	Ceuthmochares aereus	DROP_STALE	current Rhea reactions/ligands do not contain any sterane-passing ChEBI (has 7 rxn ChEBIs, 0 ligand ChEBIs, none pass)	RHEA:13065;RHEA:28695;RHEA:29823	CHEBI:15377;CHEBI:15378;CHEBI:17544;CHEBI:17996;CHEBI:30616;CHEBI:43474;CHEBI:456216	
A0A7L4JUX0	A0A7L4JUX0_9AVES	Lanosterol 14-alpha demethylase (EC 1.14.14.154)	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:138029', 'CHEBI:138031', 'CHEBI:16521']	RHEA:25286;RHEA:45960;RHEA:54028;RHEA:68060;RHEA:68064;RHEA:68068;RHEA:75079;RHEA:75083;RHEA:75087;RHEA:75103;RHEA:75107;RHEA:75111;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:138029;CHEBI:138031;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:15740;CHEBI:16521;CHEBI:166681;CHEBI:166806;CHEBI:176901;CHEBI:176902;CHEBI:17813;CHEBI:28113;CHEBI:57618;CHEBI:58210;CHEBI:78904;CHEBI:87057;CHEBI:87060	CHEBI:30413
A0A7L4JZ69	A0A7L4JZ69_9AVES	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:38951;RHEA:38963;RHEA:60128;RHEA:74887	CHEBI:143093;CHEBI:15377;CHEBI:15378;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:82961	
A0A7L4K1F8	A0A7L4K1F8_9AVES	Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:137053', 'CHEBI:137057', 'CHEBI:137061']	RHEA:22716;RHEA:46296;RHEA:46300;RHEA:46304;RHEA:46308;RHEA:46380;RHEA:46384;RHEA:46388;RHEA:46392;RHEA:53232;RHEA:53236;RHEA:53240;RHEA:53244;RHEA:53808;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:137053;CHEBI:137057;CHEBI:137061;CHEBI:137687;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16113;CHEBI:17026;CHEBI:17252;CHEBI:17347;CHEBI:17500;CHEBI:17737;CHEBI:17759;CHEBI:34310;CHEBI:34477;CHEBI:37640;CHEBI:41633;CHEBI:57618;CHEBI:58210;CHEBI:83027;CHEBI:85778;CHEBI:86013;CHEBI:86074;CHEBI:86087;CHEBI:86165;CHEBI:86570	CHEBI:30413
A0A7L4K3Q6	A0A7L4K3Q6_9AVES	Delta(14)-sterol reductase LBR (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (Integr	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16608', 'CHEBI:17813', 'CHEBI:18364']	RHEA:18561;RHEA:46456;RHEA:46812	CHEBI:15378;CHEBI:16608;CHEBI:17813;CHEBI:18364;CHEBI:57783;CHEBI:58349;CHEBI:78904;CHEBI:86131;CHEBI:87044	
A0A7L4K5B2	A0A7L4K5B2_9AVES	Carboxylic ester hydrolase (EC 3.1.1.-)	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15889', 'CHEBI:16113', 'CHEBI:46898']	RHEA:10100;RHEA:12044;RHEA:12957;RHEA:33875;RHEA:38575;RHEA:47348;RHEA:47864;RHEA:52048;RHEA:52052;RHEA:52056;RHEA:52060;RHEA:52064;RHEA:52068;RHEA:52072;RHEA:52076;RHEA:52080;RHEA:52084;RHEA:52092;RHEA:52096	CHEBI:136282;CHEBI:136286;CHEBI:136302;CHEBI:136303;CHEBI:136304;CHEBI:136309;CHEBI:136312;CHEBI:136315;CHEBI:136330;CHEBI:136335;CHEBI:136369;CHEBI:136370;CHEBI:136373;CHEBI:15377;CHEBI:15378;CHEBI:15889;CHEBI:16113;CHEBI:17855;CHEBI:17968;CHEBI:18035;CHEBI:25629;CHEBI:25646;CHEBI:2571;CHEBI:28868;CHEBI:30089;CHEBI:30823;CHEBI:32372;CHEBI:35915;CHEBI:46898;CHEBI:47622;CHEBI:50477;CHEBI:53753;CHEBI:75945;CHEBI:76978;CHEBI:7896;CHEBI:83670;CHEBI:83677;CHEBI:84201;CHEBI:88066	
A0A7L4K794	A0A7L4K794_9AVES	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A7L4K8D7	A0A7L4K8D7_9AVES	Non-lysosomal glucosylceramidase (EC 3.2.1.45) (EC 3.2.1.46) (Beta-glucocerebrosidase 2) (Bile acid beta-glucosidase GBA	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:142610', 'CHEBI:142611', 'CHEBI:16113']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58324;RHEA:58340;RHEA:58344;RHEA:59104;RHEA:59108;RHEA:70235;RHEA:70255;RHEA:RHEA-COMP:19498;RHEA:RHEA-COMP:19502	CHEBI:139140;CHEBI:142610;CHEBI:142611;CHEBI:15377;CHEBI:15378;CHEBI:16113;CHEBI:16188;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:22801;CHEBI:29744;CHEBI:36234;CHEBI:41128;CHEBI:4139;CHEBI:4167;CHEBI:52639;CHEBI:57525;CHEBI:57683;CHEBI:72956;CHEBI:73432;CHEBI:77996	
A0A7L4K906	A0A7L4K906_9AVES	Cholesteryl ester transfer protein	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:41509', 'CHEBI:46898']	RHEA:43348;RHEA:43352;RHEA:43356	CHEBI:41509;CHEBI:46898;CHEBI:53753	
A0A7L4KFG1	A0A7L4KFG1_9AVES	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-	Ceuthmochares aereus	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:36234', 'CHEBI:57373', 'CHEBI:62989']	RHEA:11516;RHEA:14541;RHEA:15673;RHEA:16305;RHEA:16645;RHEA:20289;RHEA:30135;RHEA:30139;RHEA:30143;RHEA:31511;RHEA:40059;RHEA:40103;RHEA:40111;RHEA:40115;RHEA:40119;RHEA:40131;RHEA:40135;RHEA:40139;RHEA:40143;RHEA:40147;RHEA:40151;RHEA:40219;RHEA:40223;RHEA:40575;RHEA:40583;RHEA:40587;RHEA:40591;RHEA:40595;RHEA:59936;RHEA:59940;RHEA:59948;RHEA:59952	CHEBI:13705;CHEBI:143530;CHEBI:143531;CHEBI:143532;CHEBI:143533;CHEBI:15377;CHEBI:15378;CHEBI:15792;CHEBI:17120;CHEBI:17128;CHEBI:17272;CHEBI:17325;CHEBI:17968;CHEBI:18262;CHEBI:25629;CHEBI:25646;CHEBI:27689;CHEBI:29747;CHEBI:30031;CHEBI:30089;CHEBI:30245;CHEBI:30807;CHEBI:30823;CHEBI:30921;CHEBI:32360;CHEBI:32370;CHEBI:32372;CHEBI:32395;CHEBI:36234;CHEBI:43074;CHEBI:57286;CHEBI:57287;CHEBI:57288;CHEBI:57292;CHEBI:57368;CHEBI:57371;CHEBI:57373;CHEBI:57375;CHEBI:57378;CHEBI:57379;CHEBI:57380;CHEBI:57383;CHEBI:57384;CHEBI:57385;CHEBI:57386;CHEBI:57387;CHEBI:57392;CHEBI:57394;CHEBI:57404;CHEBI:61430;CHEBI:61540;CHEBI:62620;CHEBI:62989;CHEBI:63001;CHEBI:65060;CHEBI:76273;CHEBI:76282;CHEBI:76283;CHEBI:76315;CHEBI:76316;CHEBI:76317;CHEBI:76327;CHEBI:77061;CHEBI:77063;CHEBI:7896;CHEBI:84847;CHEBI:85674	
